-0.25	15.43	4
1	14	4
2.625	14.52	4
3.125	16.21	4
-1	10.49	4
1.375	11.66	4
3.375	13.48	4
5.875	15.69	4
6	18.42	4
7.75	16.86	4
8.875	18.55	4
10	18.68	4
9.5	20.37	4
16.25	21.54	4
13.25	20.76	4
13.375	19.2	4
15.5	19.72	4
14.375	18.42	4
12.625	16.99	4
10.75	17.51	4
9.875	15.95	4
8.125	15.17	4
5.75	14.26	4
6.625	13.48	4
4.875	12.18	4
3.25	11.27	4
1.5	9.97	4
-0.375	8.02	4
-1	5.55	4
2	8.67	4
4.625	9.97	4
6.5	11.27	4
6.75	12.31	4
9	14.13	4
2.5	7.5	4
2.125	5.94	4
3.625	5.55	4
4.75	6.46	4
4.375	7.76	4
6.125	7.76	4
7.375	8.67	4
7.125	9.45	4
8.125	11.4	4
9.5	12.18	4
10.875	12.83	4
11.5	14.65	4
12.375	15.43	4
14.625	16.21	4
15.625	17.9	4
14.375	14.52	4
12.25	14.26	4
12.375	13.22	4
11.625	12.18	4
11.875	10.49	4
12.625	9.32	4
9.375	10.62	4
9.375	9.45	4
11.375	8.28	4
9.5	7.5	4
7.625	7.37	4
9.5	6.07	4
8.625	5.42	4
6.375	6.07	4
6.375	4.12	4
2.625	4.38	4
0.75	3.21	4
0.25	1.13	4
2.125	2.43	4
4.125	2.04	4
4.75	3.08	4
5.75	2.82	4
7.875	3.34	4
8.5	1.78	4
6.5	1.26	4
5.125	0.74	4
2.5	0.35	4
2.125	-1.47	4
4.75	-0.69	4
3.125	-3.03	4
5.375	-2.38	4
7.25	-0.69	4
8.5	0.87	4
5.625	-4.2	4
7.625	-3.81	4
8	-2.51	4
9	-1.34	4
10.375	1.13	4
9.625	2.95	4
10	5.03	4
11.625	6.46	4
7.75	-5.37	4
9.875	-5.76	4
10.25	-4.07	4
11.25	-3.16	4
11.875	-2.9	4
10.5	-1.34	4
10.5	-0.3	4
11.875	-4.98	4
12.875	-6.67	4
13.625	-4.72	4
14	-2.77	4
13.5	-1.6	4
12.75	0.35	4
12.625	1.13	4
12.125	2.3	4
11.625	3.47	4
12.5	5.55	4
13	4.51	4
14.25	3.34	4
14.625	1.91	4
14.25	-0.17	4
15.125	-1.08	4
16.125	0.35	4
16.375	1.26	4
17	0.48	4
17	-1.21	4
17.75	-0.82	4
16.375	-2.38	4
16.875	-4.07	4
15.375	-4.72	4
15.125	-6.41	4
16.75	-6.67	4
19.125	-6.93	4
18.875	-5.63	4
19.125	-4.07	4
20.25	-3.03	4
19.75	-2.64	4
20.875	-3.68	4
21.5	-5.11	4
22.375	-5.11	4
21.25	-6.54	4
